ticket_id,short_description,description,category,assignment_group,resolution
INC1006324,AWS EC2 instance: cost anomaly,Angel Dean noticed an unexpected spike in billing associated with a AWS EC2 instance. Submitted on 2026-05-01.,Cloud Services,Application Support,"Identified an unintended auto-scaling misconfiguration on the AWS EC2 instance, corrected scaling rules, and confirmed costs normalized. Time to resolve: 1 business day."
INC1006325,SalesReportingDB connection timeout,"Thomas Hunt application is unable to establish a connection to SalesReportingDB, timing out after 30 seconds. Reported on 2025-07-13. Impact assessed as affecting downstream reporting.",Database,Database Administration,Identified connection pool exhaustion on SalesReportingDB and increased the maximum pool size; connections now stable. Time to resolve: next business day.
INC1006326,Telephony: no dial tone,Glenn at New York HQ reported that their phone desk phone has no dial tone and cannot make or receive calls. Reported on 2026-04-21.,Telephony,Desktop Support,Replaced faulty Ethernet cable providing PoE to the desk phone and confirmed dial tone restored. Time to resolve: 4 hours.
INC1006327,OrdersDB account locked out,Anthony Carr account is locked out after multiple failed login attempts to OrdersDB. Request submitted on 2026-06-15 with approval workflow initiated.,Access Management,Identity & Access Management,Verified user identity and unlocked the account for OrdersDB; advised user to reset password via self-service portal. Estimated resolution time: 3 business days.
INC1006328,Unauthorized access attempt detected,Security monitoring system flagged a unauthorized access attempt originating from IP 10.6.52.17 associated with Julie's account. Reported/detected on 2025-11-16.,Security,Security Operations,"Investigated the unauthorized access attempt, confirmed it was a false positive triggered by a new device login, and whitelisted the device after verification. Incident closed after confirming no further malicious activity. Time to resolve: 3 business days."
INC1006329,Azure App Service: outage,Austin Lawson reports that the Azure App Service is unreachable and services depending on it are down. Submitted on 2025-11-25.,Cloud Services,Cloud Infrastructure,"Identified the Azure App Service had exceeded its resource quota, increased allocated resources, and restored service. Time to resolve: 2 hours."
INC1006330,Salesforce access revocation,Tamara Woodard has changed roles and no longer requires access to Salesforce. Request submitted on 2026-09-09 with approval workflow initiated.,Access Management,Identity & Access Management,Revoked Salesforce access in accordance with least-privilege policy and updated access records. Estimated resolution time: 15 minutes.
INC1006331,Telephony: no dial tone,Angela at Toronto Office reported that their phone desk phone has no dial tone and cannot make or receive calls. Reported on 2024-12-05.,Telephony,Telecom Support,Replaced faulty Ethernet cable providing PoE to the desk phone and confirmed dial tone restored. Time to resolve: 15 minutes.
INC1006332,HR_DB access request to database,Leon Rose requires read access to HR_DB for a reporting project. Reported on 2025-04-22. Impact assessed as affecting downstream reporting.,Database,Database Administration,Granted read-only access to HR_DB following DBA and data owner approval. Time to resolve: 30 minutes.
INC1006333,Telephony: softphone login issue,Robin at Austin Office reported that their phone cannot log into the softphone application on their laptop. Reported on 2025-08-21.,Telephony,Desktop Support,Reset softphone credentials and reinstalled the client application; login confirmed successful. Time to resolve: 4 hours.
INC1006334,AWS Lambda function: decommission request,Randy Walton requesting decommissioning of an unused AWS Lambda function to reduce costs. Submitted on 2025-09-10.,Cloud Services,Application Support,"Decommissioned the AWS Lambda function after confirming no active dependencies, and archived relevant data per policy. Time to resolve: 15 minutes."
INC1006335,AnalyticsDB performance degradation,Valerie Smith MD reports that queries against AnalyticsDB are running significantly slower than usual. Reported on 2025-12-28. Impact assessed as affecting downstream reporting.,Database,Database Administration,Identified missing indexes on frequently queried tables in AnalyticsDB and rebuilt them; query performance improved by over 60%. Time to resolve: 1 hour.
INC1006336,FinanceDB performance degradation,Laura Rhodes reports that queries against FinanceDB are running significantly slower than usual. Reported on 2026-06-27. Impact assessed as affecting downstream reporting.,Database,Database Administration,Identified missing indexes on frequently queried tables in FinanceDB and rebuilt them; query performance improved by over 60%. Time to resolve: 4 hours.
INC1006337,BillingDB permission elevation,Lori Dunn requires elevated permissions in BillingDB to complete a new project. Request submitted on 2026-02-22 with approval workflow initiated.,Access Management,Service Desk,"Elevated permissions were granted in BillingDB with manager approval from William Smith, with a scheduled review in 90 days. Estimated resolution time: 2 hours."
INC1006338,External hard drive is overheating,John at New York HQ reported that their external hard drive (asset tag AST-92249) shuts down unexpectedly after running for 20-30 minutes due to overheating. Issue first observed on 2025-01-01. Requesting hardware support to resolve.,Hardware,Field Services,Cleaned dust from internal vents and reapplied thermal paste on external hard drive (asset AST-92249); temperatures now within normal range. Verified with John that the issue is resolved. Estimated resolution time: 3 business days.
INC1006339,SalesReportingDB performance degradation,Shannon Solis reports that queries against SalesReportingDB are running significantly slower than usual. Reported on 2026-08-25. Impact assessed as affecting downstream reporting.,Database,Database Administration,Identified missing indexes on frequently queried tables in SalesReportingDB and rebuilt them; query performance improved by over 60%. Time to resolve: 1 business day.
INC1006340,OneDrive won't install,Michael reported that OneDrive on Windows 11 installation fails partway through with error code 0x4E3C7D. This is impacting their ability to complete daily tasks. Issue started on 2025-10-08.,Software,Application Support,"Downloaded latest installer package for OneDrive, ran as administrator, and completed a clean installation. User confirmed resolution. Time to resolve: 30 minutes."
INC1006341,Expired ssl certificate - confirmed,Security team confirmed a genuine expired SSL certificate involving Theresa's account from IP 10.143.140.56. Reported/detected on 2025-12-06.,Security,Security Operations,"Contained the expired SSL certificate by disabling the affected account temporarily, forcing a password reset, and enabling MFA; account restored after verification. Incident closed after confirming no further malicious activity. Time to resolve: 2 hours."
